"","trackCensoredName","price","trackId","iphone","ipad","primaryGenreId","genreIds","formattedPrice","averageUserRating","userRatingCount"
"1736","TrackEnsure ELD",0,1269259375,1,1,6000,"6000,6010,","Free",4.5,15
"1737","瓦斯通(商業)",0,1273073450,1,1,6000,"6000,","Free",3.5,15
"1738","物流帮手货主",0,1277600080,1,1,6000,"6000,6002,","免费",4.5,15
"1739","Nasdaq Boardvantage",0,1280066868,1,1,6000,"6000,6007,","Free",4,15
"1740","Key Car Rental",0,1282284664,1,1,6000,"6000,6003,","Free",2,15
"1741","YGF",0,1282301056,1,1,6000,"6000,","Free",3.5,15
"1742","Paltel NetGuard",0,1288498529,1,1,6000,"6000,6005,","Free",3.5,15
"1743","LIMU Share",0,1289765511,1,1,6000,"6000,6013,","Free",5,15
"1744","淼邦甄选",0,1290725820,1,1,6000,"6000,","Free",4.5,15
"1745","What2Mine",0,1295167151,1,1,6000,"6000,6024,","Free",4.5,15
"1746","Geraci Law",0,1300195320,1,1,6000,"6000,6015,","Free",3.5,15
"1747","Drive-ELD",0,1311895622,1,1,6000,"6000,","Free",4.5,15
"1748","TMCARS",0,1326620429,1,1,6000,"6000,","Free",4,15
"1749","Intelifone - Second Phone Line",0,1331575170,1,1,6000,"6000,6003,","Free",4.5,15
"1750","Smartway",0,1339235202,1,1,6000,"6000,","Free",4.5,15
"1751","Caregiver by GT Independence",0,1342179402,1,1,6000,"6000,","Free",4,15
"1752","ทรู สมาร์ต เมอร์ชันต์",0,1357568491,1,1,6000,"6000,6012,","Free",4,15
"1753","Periodic Effects",0,1386209922,1,1,6000,"6000,6017,","Free",5,15
"1754","GreatAt",0,1414557937,1,1,6000,"6000,6007,","Free",5,15
"1755","Wavely - Job Search and Hire",0,1416615258,1,1,6000,"6000,6002,","Free",4.5,15
"1756","Espire",0,1418595645,1,1,6000,"6000,6005,","Free",4.5,15
"1757","МОЙ ЭЛЛКО",0,1422893217,1,1,6000,"6000,6002,","Free",4.5,15
"1758","Virgin Most Powerful Radio",0,1440363313,1,1,6000,"6000,","Free",5,15
"1759","TN3270",29.99,290609902,1,1,6000,"6000,6002,","29.99 USD",4,14
"1760","Electric Power Glossary Lite",0,325439318,1,1,6000,"6000,6017,","Free",3,14
"1761","San Fernando Valley & Conejo Valley Real Estate",0,333228913,1,1,6000,"6000,","Free",3.5,14
"1762","Lynnway",0,335952661,1,1,6000,"6000,","Free",2.5,14
"1763","e-fon vPBX",0,340646597,1,1,6000,"6000,6002,","Free",2,14
"1764","iProfit",0.99,346019346,1,1,6000,"6000,6015,","0.99 USD",3,14
"1765","JobStairs - Jobsuche",0,348181320,1,1,6000,"6000,6002,","Free",2,14
"1766","Trainers Toolbox Lite",0,365509975,1,1,6000,"6000,6006,","Free",2,14
"1767","On Hand",29.99,365920832,1,1,6000,"6000,6012,","29.99 USD",2.5,14
"1768","Otto Cadillac",0,367632706,1,1,6000,"6000,6012,","Free",3,14
"1769","Social Media Pocket Guide",0,372724946,1,1,6000,"6000,6006,","Free",3,14
"1770","Meet The Boss Tv",0,373541945,1,1,6000,"6000,6017,","Free",3.5,14
"1771","eProjector",2.99,377193830,1,1,6000,"6000,6007,","2.99 USD",3.5,14
"1772","MillTurn Calc",0,388173605,1,1,6000,"6000,","Free",3.5,14
"1773","iSIC",0,397584889,1,1,6000,"6000,6002,","Free",3.5,14
"1774","Uptime",0,398529037,1,1,6000,"6000,6018,","Free",4,14
"1775","enFax",0,400870546,1,1,6000,"6000,","Free",3.5,14
"1776","RigWatch Pulse®",0,411463591,1,1,6000,"6000,6007,","Free",3.5,14
"1777","面トレ！",0,413017709,1,1,6000,"6000,6012,","Free",4,14
"1778","SpeakText for Office Lite",0,424394661,1,1,6000,"6000,6007,","Free",3.5,14
"1779","Garden State Financial",0,426108670,1,1,6000,"6000,6015,","Free",5,14
"1780","STATS Pitch Review",0,428581998,0,1,6000,"6000,","Free",3.5,14
"1781","INTELSAT",0,430008374,1,1,6000,"6000,6006,","Free",4,14
"1782","Download Center",0,436117024,1,1,6000,"6000,6006,","Free",3.5,14
"1783","Lavu KDS",0,437565964,0,1,6000,"6000,6023,","Free",3,14
"1784","Pictures 2 PDF",0.99,439183561,1,1,6000,"6000,6002,","0.99 USD",2.5,14
"1785","Metalcasting Newsstand",0,446066037,1,1,6000,"6000,6006,","Free",5,14
"1786","Amtel MDM",0,449522259,1,1,6000,"6000,6007,","Free",4,14
"1787","GigglePop",0,449692929,1,1,6000,"6000,6002,","Free",3.5,14
"1788","Project Boss- Collaborative Projects and Tasks",0,450774011,1,1,6000,"6000,6007,","Free",2,14
"1789","MASmobile",0,451636047,1,1,6000,"6000,6007,","Free",3,14
"1790","Aon Hewitt HRevolution",0,455928934,0,1,6000,"6000,6006,","Free",4.5,14
"1791","ParkWhiz Mobile Attendant",0,457125320,1,1,6000,"6000,","Free",2,14
"1792","Labor Sync",0,457863027,1,1,6000,"6000,","Free",4,14
"1793","Always On Mobile",0,468693551,1,1,6000,"6000,6002,","Free",3.5,14
"1794","Piab Vacuum Technology",0,473904414,1,1,6000,"6000,6006,","Free",4.5,14
"1795","eSelect plus",0,477538489,1,1,6000,"6000,","Free",2,14
"1796","HTP",0,478469200,1,1,6000,"6000,","Free",4.5,14
"1797","HR Management",0,483485568,1,1,6000,"6000,6017,","Free",4,14
"1798","Meus Pedidos - app de vendas",0,485511628,1,1,6000,"6000,","Free",4.5,14
"1799","QuoteMaker Pro",0,486283767,0,1,6000,"6000,6015,","Free",4.5,14
"1800","Florida Closing Cost Calculator",0,489212920,1,1,6000,"6000,6015,","Free",4,14
"1801","LeadWizard",0,498370541,1,1,6000,"6000,6007,","Free",4.5,14
"1802","CU Locator",0,501595118,1,1,6000,"6000,6002,","Free",3.5,14
"1803","Proclaim for iPad",0,501669890,0,1,6000,"6000,6007,","Free",3.5,14
"1804","ESP Mobile HD",0,512034222,0,1,6000,"6000,","Free",4.5,14
"1805","L'intégrale Brake",0,512535259,1,1,6000,"6000,6006,","Free",4,14
"1806","miniFAKTURA CZ",0,512600930,1,1,6000,"6000,6015,","Free",5,14
"1807","Mobile Register 2",0,515865082,1,1,6000,"6000,6015,","Free",4.5,14
"1808","harmon.ie Pro",19.99,516568617,1,1,6000,"6000,6005,","19.99 USD",3,14
"1809","Business Notes",0,519675417,0,1,6000,"6000,6007,","Free",2.5,14
"1810","Store Master Pro",14.99,521359053,0,1,6000,"6000,6015,","14.99 USD",4,14
"1811","HNTB",0,529486667,1,1,6000,"6000,","Free",4.5,14
"1812","Lenovo Unified Workspace for iOS",0,532404371,1,1,6000,"6000,6017,","Free",3,14
"1813","ServSuite Mobile",0,534271165,1,1,6000,"6000,6007,","Free",2.5,14
"1814","Flatirons Bank Mobile Banking",0,534520420,1,1,6000,"6000,6015,","Free",5,14
"1815","VFW Mobile Recruiter",0,542461587,1,1,6000,"6000,","Free",3,14
"1816","Anakam.TFA",0,549869012,1,1,6000,"6000,","Free",1.5,14
"1817","iGMS",0,551555418,1,1,6000,"6000,","Free",4.5,14
"1818","iBrandU4Hire: Rate Your Brand Zero to Hire",0,559610735,1,1,6000,"6000,6017,","Free",5,14
"1819","Enlist",0,561466699,0,1,6000,"6000,","Free",3,14
"1820","iRAPT Mobile (formerly WAWF)",0,561965575,1,1,6000,"6000,6015,","Free",2,14
"1821","American+",0,563163556,1,1,6000,"6000,6003,","Free",4.5,14
"1822","Vicon Mobile",0,563508596,1,1,6000,"6000,","Free",1,14
"1823","InStream Mobile - Media Player",0,564872227,1,1,6000,"6000,6002,","Free",4,14
"1824","CHANGE THE WORLD - Entrepreneur Quotes + Aphorisms",0,568194231,1,1,6000,"6000,6012,","Free",4.5,14
"1825","明台APP",0,569778432,1,1,6000,"6000,6015,","Free",4.5,14
"1826","Resolveit Lite for JIRA",0,570498761,1,1,6000,"6000,6007,","Free",4,14
"1827","AvertX GO! HD",0,572972636,0,1,6000,"6000,6002,","Free",1.5,14
"1828","ScreenCaster Lite for iPad",0,573461975,0,1,6000,"6000,6017,","Free",2.5,14
"1829","Parker Fitting Finder",0,573942435,1,1,6000,"6000,6007,","Free",4,14
"1830","ISS MOBILE",0,575180581,1,1,6000,"6000,6002,","Free",4,14
"1831","Micro Focus Filr",0,575729298,1,1,6000,"6000,6007,","Free",4,14
"1832","Bolt Subcontractor Software",0,583753013,1,1,6000,"6000,6007,","Free",3,14
"1833","Boardroom",0,586989549,1,1,6000,"6000,","Free",2.5,14
"1834","CHEQROOM: Equipment Management",0,589790728,1,1,6000,"6000,6007,","Free",3,14
"1835","PCT Magazine",0,594588541,1,1,6000,"6000,6009,","Free",5,14
"1836","LimoSignage",0,596007903,0,1,6000,"6000,6007,","Free",4,14
"1837","Spray It",0,596025007,1,1,6000,"6000,6002,","Free",5,14
"1838","BidPro Plus! Bidding",0,596925271,0,1,6000,"6000,6007,","Free",2.5,14
"1839","SmartPlex",0,600109578,1,1,6000,"6000,6007,","Free",4,14
"1840","Network Marketing Training",0,600729047,1,1,6000,"6000,6017,","Free",4.5,14
"1841","PwC España",0,602727590,1,1,6000,"6000,","Free",4.5,14
"1842","Barcode Scanner for Business - mobiscan",2.99,606982729,1,1,6000,"6000,6007,","2.99 USD",3.5,14
"1843","myBidfood Australia",0,617828806,1,1,6000,"6000,6023,","Free",3,14
"1844","Atlas Docs",0,624801441,1,1,6000,"6000,6007,","Free",5,14
"1845","EMSCharts SyncPad",0,627524503,0,1,6000,"6000,","Free",3,14
"1846","للبيع كل شي",0,633381226,1,1,6000,"6000,","Free",4,14
"1847","DataTree Mobile",0,639812842,1,1,6000,"6000,6015,","Free",4.5,14
"1848","DineTime Host",0,641863835,0,1,6000,"6000,","Free",4,14
"1849","Geckoboard",0,649272477,1,1,6000,"6000,6007,","Free",3.5,14
"1850","Roofing Estimator Pro Mobile",0,654642514,1,1,6000,"6000,6002,","Free",3,14
"1851","Servcorp Onefone",0,654877081,1,1,6000,"6000,6007,","Free",5,14
"1852","IT Jobs UK",0,655045328,1,1,6000,"6000,6012,","Free",4,14
"1853","ReadySetWork",0,658897435,1,1,6000,"6000,6007,","Free",2,14
"1854","DTM Taxi",0,663259411,1,1,6000,"6000,6003,","Free",3.5,14
"1855","Jostle",0,665455691,1,1,6000,"6000,6005,","Free",2,14
"1856","uDictate: Medical Legal Doctors Lawyers Dictation",8.99,666638884,1,1,6000,"6000,6020,","8.99 USD",4.5,14
"1857","上证报资讯",0,678933662,1,1,6000,"6000,6009,","Free",2.5,14
"1858","nuDeliverIt",0,686693850,1,1,6000,"6000,6007,","Free",3.5,14
"1859","Military Cost Cutters",0,712350932,1,1,6000,"6000,","Free",3,14
"1860","TELUS Link™",0,722428280,1,0,6000,"6000,6002,","Free",2,14
"1861","취업 사람인 - 채용정보에서 입사지원까지",0,739013038,1,1,6000,"6000,","Free",3.5,14
"1862","عقار السعودية",0,776844563,1,1,6000,"6000,","Free",3,14
"1863","Chronicle - Job Management",0,777614533,1,1,6000,"6000,","Free",2.5,14
"1864","Telfort BelAssistent",0,782783208,1,1,6000,"6000,6002,","Free",1.5,14
"1865","NWLAR GoMLS",0,785520989,1,1,6000,"6000,6012,","Free",4,14
"1866","PeerRenters",0,807333155,1,1,6000,"6000,6007,","Free",4,14
"1867","Minute7",0,812540141,1,1,6000,"6000,6015,","Free",2,14
"1868","Grubbs Infiniti",0,815093602,1,1,6000,"6000,6024,","Free",4,14
"1869","Doggy Logs",0,823392086,1,1,6000,"6000,6005,","Free",4.5,14
"1870","McLaren 650S",0,830350254,1,1,6000,"6000,6012,","Free",3.5,14
"1871","KPI Alerts Professional for Google Analytics, business intelligence, net sales metrics and more",0,834956880,1,1,6000,"6000,","Free",5,14
"1872","Elgas",0,835311884,1,1,6000,"6000,6002,","Free",2,14
"1873","ESS Mobile for Attendance Enterprise",0,838227871,1,1,6000,"6000,6007,","Free",2,14
"1874","Capitec Remote Banking",0,843243879,1,1,6000,"6000,","Free",3.5,14
"1875","Planer o2 Unite",0,854578902,0,1,6000,"6000,6002,","Free",3.5,14
"1876","eJobs pentru angajatori",0,868092887,1,1,6000,"6000,","Free",4,14
"1877","Emma Metric",0,871981133,1,1,6000,"6000,6007,","Free",3.5,14
"1878","ABC PassPort Nomad Ordering",0,876606527,1,1,6000,"6000,","Free",2,14
"1879","Черная риторика",0.99,876963171,1,1,6000,"6000,6007,","0.99 USD",4.5,14
"1880","FLUX Desktop/Mobile Intercom",0,879901615,1,1,6000,"6000,6005,","Free",2,14
"1881","JobPose",0,884048363,1,1,6000,"6000,","Free",4,14
"1882","Measure Mobile 3",0,887592020,1,1,6000,"6000,6002,","Free",3.5,14
"1883","Mobile Merchant - SUPERVALU",0,893926466,1,1,6000,"6000,6002,","Free",3.5,14
"1884","Hyatt Legal Plans",0,894070723,1,1,6000,"6000,","Free",2,14
"1885","Employee Schedule",0.99,896088632,1,1,6000,"6000,6002,","0.99 USD",1,14
"1886","TrinityTouch",0,898423963,1,1,6000,"6000,6015,","Free",4.5,14
"1887","File Manager :Manage Documents,PDF,Media & Files",0,905398522,1,1,6000,"6000,6007,","Free",3,14
"1888","The Brand Exec",0,906044200,1,1,6000,"6000,6012,","Free",5,14
"1889","PROFI.RU для специалистов",0,909020101,1,1,6000,"6000,6007,","Free",4,14
"1890","ZOCCAM",0,911878116,1,1,6000,"6000,6015,","Free",3.5,14
"1891","tigma",0,912579656,1,1,6000,"6000,6020,","Free",4,14
"1892","HDIVS",0,912758661,1,1,6000,"6000,6008,","Free",3,14
"1893","快订通",0,921448208,0,1,6000,"6000,","Free",4.5,14
"1894","Staffmark Job Search App",0,926268475,1,1,6000,"6000,","Free",3.5,14
"1895","HOMETE",0,928419461,1,1,6000,"6000,6005,","Free",5,14
"1896","الصقور",0,929622551,1,1,6000,"6000,","Free",4,14
"1897","Secret Recipe Malaysia",0,931907670,1,1,6000,"6000,6023,","Free",1,14
"1898","CMiC Mobile Field",0,931980534,1,1,6000,"6000,","Free",2,14
"1899","eTender - The reservation book",0,935284963,1,1,6000,"6000,6007,","Free",4.5,14
"1900","Nembol: Sell Products Online Multichannel",0,938816944,1,1,6000,"6000,6002,","Free",3.5,14
"1901","VinaPhone Plus",0,941561372,1,1,6000,"6000,6016,","Free",2.5,14
"1902","Favorite Staffing",0,950407332,1,1,6000,"6000,","Free",2,14
"1903","AME Lean Sensei",0,952590820,1,1,6000,"6000,","Free",5,14
"1904","League - Better Benefits",0,952832544,1,1,6000,"6000,","Free",5,14
"1905","Unicity TH",0,953924856,1,1,6000,"6000,","Free",3.5,14
"1906","EnBW E-Cockpit",0,960288311,1,1,6000,"6000,6007,","Free",4.5,14
"1907","Email Verifier - Email Verification Tool",0,964709299,1,1,6000,"6000,6002,","Free",4,14
"1908","SHM Events",0,966819384,1,1,6000,"6000,6007,","Free",5,14
"1909","微关",0,968384663,1,1,6000,"6000,6007,","Free",4,14
"1910","KCB Mobile",0,974226567,1,1,6000,"6000,6015,","Free",1.5,14
"1911","Welkio: Modern Visitor Sign-In",0,975715885,0,1,6000,"6000,6007,","Free",4,14
"1912","Scan & Organize - Multi Page Document PDF Scanner",0,976539507,1,1,6000,"6000,6007,","Free",4,14
"1913","YouWorth for LinkedIn™",0,977439806,1,1,6000,"6000,6015,","Free",3,14
"1914","Speech Timer for Talks",0,979433325,1,1,6000,"6000,6002,","Free",3.5,14
"1915","NAPA AutoCare",0,980284954,1,1,6000,"6000,6002,","Free",3,14
"1916","长城宝开户",0,982521527,1,1,6000,"6000,6012,","Free",3.5,14
"1917","3xLOGIC View Lite II",0,989490756,1,1,6000,"6000,6008,","Free",3.5,14
"1918","Timely - Salon & Spa Software",0,993500668,1,1,6000,"6000,6007,","Free",2.5,14
"1919","AeroGuard Operations",0,995574043,0,1,6000,"6000,6002,","Free",2.5,14
"1920","Auto Repair Shop for iPad",0,998151822,1,1,6000,"6000,6007,","Free",4.5,14
"1921","Legacy Touch",14.99,1002669186,1,1,6000,"6000,","14.99 USD",2,14
"1922","MobileLink Delivery",0,1008328213,1,1,6000,"6000,","Free",2.5,14
"1923","Outstand",0,1008842132,1,1,6000,"6000,","Free",4,14
"1924","Optim8 Employee Portal",0,1009425180,1,1,6000,"6000,","Free",1.5,14
"1925","PTC Servigistics Field Service",0,1009446761,1,1,6000,"6000,6007,","Free",1,14
"1926","In & Out - Visitor Sign In",9.99,1009506615,0,1,6000,"6000,6006,","9.99 USD",4.5,14
"1927","LionDesk",0,1015492319,1,1,6000,"6000,6007,","Free",3.5,14
"1928","SmartSwipe Credit Card Reader Point of Sale System",0,1019191646,1,1,6000,"6000,","Free",4,14
"1929","EasyNetHD2",0,1020056869,1,1,6000,"6000,6002,","Free",1.5,14
"1930","政信-移动智慧办公云平台",0,1021141442,1,1,6000,"6000,6005,","Free",4.5,14
"1931","Feedbackly Customer Survey",0,1027819393,0,1,6000,"6000,6007,","Free",5,14
"1932","MagicInfo Express 2",0,1028961307,0,1,6000,"6000,","Free",1,14
"1933","TM1 Reports",0,1034466083,1,1,6000,"6000,6016,","Free",3.5,14
"1934","PLDT Enterprise177",0,1037732228,1,1,6000,"6000,6002,","Free",2.5,14
"1935","WooProducts",3.99,1039566132,1,1,6000,"6000,6007,","3.99 USD",3,14
"1936","myZuus",0,1043335152,1,1,6000,"6000,","Free",2,14
"1937","The Glossary : For BAs and PMs",0,1044101796,1,1,6000,"6000,6017,","Free",3,14
"1938","QSROnline Counting",0,1047252640,1,1,6000,"6000,6015,","Free",4.5,14
"1939","天眼查—全国企业信用信息查询",0,1048918751,1,1,6000,"6000,6002,","Free",2.5,14
"1940","8AM8",0,1051582589,1,1,6000,"6000,","Free",5,14
"1941","Police Officer Scheduling System (POSS)",0,1051819193,1,1,6000,"6000,","Free",1.5,14
"1942","Summit Salon",0,1052990894,1,1,6000,"6000,","Free",3,14
"1943","BCFC",0,1059693274,1,1,6000,"6000,6015,","Free",2.5,14
"1944","Sumiswalder Krankenkasse",0,1060222579,1,1,6000,"6000,","Free",4,14
"1945","Quick Scanner -  Fast Scan your Document into PDF",0,1061521990,1,1,6000,"6000,6007,","Free",4,14
"1946","Fastlo فاستلو",0,1062697798,1,1,6000,"6000,","Free",4,14
"1947","Appointy",0,1063994449,1,1,6000,"6000,6007,","Free",3,14
"1948","Local Services ads by Google",0,1069142544,1,1,6000,"6000,","Free",4,14
"1949","DealCalc by VTS - Commercial Real Estate Leasing and Asset Management",0,1069883657,1,1,6000,"6000,6015,","Free",5,14
"1950","Brand360 – Marketing Dashboard",0,1071397088,1,1,6000,"6000,","Free",4.5,14
"1951","SWAT Customer",0,1072812200,1,1,6000,"6000,","Free",2,14
"1952","交易惠 - 订货分销快速交易系统",0,1073005541,1,1,6000,"6000,6007,","Free",5,14
"1953","BlueCart – The Sales Rep App",0,1078124614,1,1,6000,"6000,6007,","Free",5,14
"1954","Skedulo X",0,1080249615,1,1,6000,"6000,6007,","Free",3,14
"1955","Mobile Planet",0,1081423645,1,1,6000,"6000,","Free",3.5,14
"1956","MASC Second Phone Number",0,1082907797,1,1,6000,"6000,6002,","Free",4.5,14
"1957","大头蒜(商家版)",0,1086509122,1,1,6000,"6000,6002,","Free",5,14
"1958","APLICONUS infield",0,1087813352,1,1,6000,"6000,6015,","Free",4.5,14
"1959","Buildie",0,1091260850,1,1,6000,"6000,6008,","Free",5,14
"1960","Simplifeye",0,1097523435,1,1,6000,"6000,6020,","Free",4,14
"1961","卓信移动办公平台",0,1100123721,1,1,6000,"6000,6002,","Free",5,14
"1962","NSW Survey Marks",0,1102268718,1,1,6000,"6000,6010,","Free",2,14
"1963","flok for businesses - Customer Loyalty App",0,1102450236,1,1,6000,"6000,6007,","Free",3,14
"1964","TrackTik Guard Tour",0,1102822566,1,1,6000,"6000,6007,","Free",3,14
"1965","ATDMobile",0,1104428593,1,1,6000,"6000,6024,","Free",4.5,14
"1966","100offer企业版－口袋中的人才库",0,1109204517,1,1,6000,"6000,6002,","Free",4,14
"1967","ManageGo – Tenants",0,1116658095,1,1,6000,"6000,6007,","Free",2.5,14
"1968","Prefer App",0,1119621762,1,1,6000,"6000,6005,","Free",4.5,14
"1969","Amway Central Malaysia",0,1122606044,1,1,6000,"6000,","Free",4,14
"1970","PayTren (Official Apps)",0,1123786849,1,1,6000,"6000,6015,","Free",4.5,14
"1971","MaryTV",0,1124202128,1,1,6000,"6000,","Free",4.5,14
"1972","Repair Spots",0,1126615436,1,1,6000,"6000,6002,","Free",4.5,14
"1973","德客会员管理收银软件进销存",0,1128257396,1,1,6000,"6000,6015,","Free",4,14
"1974","FuelCloud",0,1129073513,1,1,6000,"6000,6002,","Free",4.5,14
"1975","RedPeg",0,1136299240,1,1,6000,"6000,6016,","Free",4.5,14
"1976","TaigaApp",0,1141440332,1,1,6000,"6000,","Free",2.5,14
"1977","Pando Pro",0,1142455891,1,1,6000,"6000,6007,","Free",4.5,14
"1978","Švaros Broliai",0,1162040430,1,1,6000,"6000,","Free",2,14
"1979","Grace Hopper Celebration 16",0,1163438549,1,1,6000,"6000,6017,","Free",2.5,14
"1980","货氪分销",0,1172061067,1,1,6000,"6000,","Free",5,14
"1981","St John First Responder",0,1174762431,1,1,6000,"6000,6020,","Free",4.5,14
"1982","Nu Skin My Store",0,1177602332,1,1,6000,"6000,6007,","Free",3,14
"1983","Brella.io",0,1178449878,1,1,6000,"6000,6005,","Free",4,14
"1984","MOCA-Peds",0,1178656093,1,1,6000,"6000,6017,","Free",2,14
"1985","TSheets Time Clock Kiosk",0,1183033454,0,1,6000,"6000,6007,","Free",2.5,14
"1986","Помогатель -няни, сиделки и др",0,1184488170,1,1,6000,"6000,","Free",5,14
"1987","EXOS Signing Agent",0,1185106464,1,1,6000,"6000,6007,","Free",3,14
"1988","ИВЦ ЖКХ: личный кабинет",0,1190260253,1,1,6000,"6000,","Free",3,14
"1989","Country Bank Mobile Banking",0,1198257679,1,1,6000,"6000,6015,","Free",3.5,14
"1990","Wash Box LA",0,1198277814,1,1,6000,"6000,6012,","Free",1.5,14
"1991","Xpress Count 2",0,1201013822,1,1,6000,"6000,","Free",5,14
"1992","Comma Oil Finder",0,1203345813,1,1,6000,"6000,","Free",3.5,14
"1993","Bark for Professionals",0,1206370169,1,1,6000,"6000,","Free",2,14
"1994","New York - Pocket Brainbook",0,1208245407,1,1,6000,"6000,6018,","Free",3.5,14
"1995","Instawork for Business",0,1211006547,1,1,6000,"6000,","Free",4,14
"1996","ASU + GSV Summit 2018",0,1215031552,1,1,6000,"6000,6017,","Free",4.5,14
"1997","子弹信息——沟通，可以更快、更有价值！",0,1222277619,1,1,6000,"6000,6005,","Free",4.5,14
"1998","MeWePRO",0,1224546529,1,1,6000,"6000,6007,","Free",5,14
"1999","Voice Recorder & Audio Memo +",2.99,1228160193,1,1,6000,"6000,6007,","2.99 USD",4.5,14
"2000","mlmkey",0,1228486815,1,1,6000,"6000,","Free",4,14
"2001","Priceless Specials Mastercard",0,1234712628,1,1,6000,"6000,","Free",4,14
"2002","Inside Tax Policy",0,1235496822,1,1,6000,"6000,6009,","Free",5,14
"2003","The Hood App",0,1237486938,1,1,6000,"6000,6005,","Free",4.5,14
"2004","GoTalent Job Personality Test",0,1247832461,1,1,6000,"6000,6017,","Free",4.5,14
"2005","QT Customer",0,1248042045,1,1,6000,"6000,","Free",2,14
"2006","Peykers | پیکرز",0,1252214528,1,1,6000,"6000,6003,","Free",4,14
"2007","海康云眸·连锁",0,1258457094,1,1,6000,"6000,","Free",3.5,14
"2008","FuseMe",0,1260022943,1,1,6000,"6000,6002,","Free",4.5,14
"2009","Orbital Shift",0,1261520806,1,1,6000,"6000,6007,","Free",5,14
"2010","PDA FMS Mobile",0,1265881620,1,1,6000,"6000,","Free",4,14
"2011","锦衣卫-护卫使者",0,1268916336,1,1,6000,"6000,","Free",2.5,14
"2012","CraftJack Pro: Lead Generation",0,1270910499,1,1,6000,"6000,","Free",3,14
"2013","Plus for Business",0,1281853264,1,1,6000,"6000,6015,","Free",4.5,14
"2014","Shu - Magic File Viewer",1.99,1282297037,1,1,6000,"6000,6002,","1.99 USD",5,14
"2015","«КРОСТ»",0,1289592348,1,1,6000,"6000,6002,","Free",2.5,14
"2016","Debito App",0,1293069185,1,1,6000,"6000,6015,","Free",4.5,14
"2017","Flipcause",0,1295543943,1,1,6000,"6000,6007,","Free",5,14
"2018","Subscrrib : Find Local Pro's",0,1296710361,1,1,6000,"6000,6005,","Free",5,14
"2019","وسطاء عقاريون",0,1306579731,1,1,6000,"6000,","Free",4,14
"2020","小蜜蜂一站式平台",0,1315948248,1,1,6000,"6000,6005,","免费",1.5,14
"2021","德爱威商城",0,1315984857,1,1,6000,"6000,","Free",4.5,14
"2022","Kohler View",0,1316734134,1,1,6000,"6000,6012,","Free",4.5,14
"2023","Ecocard",0,1319513824,1,1,6000,"6000,6007,","Free",4.5,14
"2024","OZOPROP Partner",999,1320645415,1,1,6000,"6000,","999.0 INR",4,14
"2025","RealClozer",0,1322926280,1,1,6000,"6000,6012,","Free",4.5,14
"2026","Jaquar",0,1326726197,1,1,6000,"6000,6006,","Free",4.5,14
"2027","Mallard Construction & Roofing",0,1329048373,1,1,6000,"6000,","Free",5,14
"2028","Jonny On It",0,1330021042,1,1,6000,"6000,6002,","Free",5,14
"2029","CryptoFind",0,1330332046,1,1,6000,"6000,6015,","Free",4.5,14
"2030","Papers N Parcels",0,1331906602,1,1,6000,"6000,","Free",4.5,14
"2031","Workframe",0,1332359112,1,1,6000,"6000,","Free",5,14
"2032","vern Spring Mobile",0,1332400053,1,1,6000,"6000,6017,","Free",4,14
"2033","Sobat BUMN Pelapor",0,1336389946,1,1,6000,"6000,6002,","Free",4,14
"2034","智能方",0,1338037703,1,1,6000,"6000,6002,","Free",5,14
"2035","IMT Residential",0,1339310694,1,1,6000,"6000,6007,","Free",3,14
"2036","Báo phát cho Bưu tá",0,1344744479,1,1,6000,"6000,","Free",3,14
"2037","miEdge",0,1358345173,1,1,6000,"6000,6007,","Free",5,14
"2038","Bonanza|Satrangi",0,1358768106,1,1,6000,"6000,6024,","Free",4,14
"2039","RyderGyde",0,1361185585,1,1,6000,"6000,6010,","Free",5,14
"2040","赶享",0,1364474213,1,1,6000,"6000,6012,","Free",4.5,14
"2041","RICOH Tours",0,1365768610,1,1,6000,"6000,6008,","Free",4.5,14
"2042","DuraVent",0,1371292830,1,1,6000,"6000,6007,","Free",2.5,14
"2043","On the Fly—The Sales Advantage",4.99,1372244943,1,1,6000,"6000,6006,","4.99 USD",5,14
"2044","宜库网",0,1373657114,1,1,6000,"6000,6002,","Free",5,14
"2045","GreenPal Pro For Vendors",0,1376024912,1,1,6000,"6000,","Free",3,14
"2046","Super Subbie",0,1376436416,1,1,6000,"6000,","Free",3.5,14
"2047","Sa nama na putu",0,1376469417,1,1,6000,"6000,6002,","Free",3.5,14
"2048","PROSTO",0,1380861281,1,1,6000,"6000,","Free",4,14
"2049","Deliv - Driver Delivery App",0,1380902000,1,1,6000,"6000,6024,","Free",4.5,14
"2050","小天办公",0,1385380952,1,1,6000,"6000,","Free",4.5,14
"2051","Anie",0,1391716818,1,1,6000,"6000,6017,","Free",4.5,14
"2052","五谷丰登-服务三农",0,1393793800,1,1,6000,"6000,6024,","免费",5,14
"2053","Seller Siren",4.99,1406513010,1,1,6000,"6000,6007,","4.99 USD",4.5,14
"2054","GetBlogger. Реклама у блогеров",0,1422822192,1,1,6000,"6000,6005,","Free",5,14
"2055","Quick Board - Simple Memo Pad",0,1423603321,1,1,6000,"6000,6007,","Free",4,14
"2056","Associate Arena",0,1434264346,1,1,6000,"6000,","Free",3.5,14
"2057","インスタベース - レンタルスペース・貸し会議室の検索予約",0,1434637772,1,1,6000,"6000,6007,","Free",4.5,14
